userId,movieId,rating,timestamp,rating_datetime
1,31,2.5,1260759144,2009-12-14 02:52:24
1,1029,3.0,1260759179,2009-12-14 02:52:59
1,1061,3.0,1260759182,2009-12-14 02:53:02
1,1129,2.0,1260759185,2009-12-14 02:53:05
1,1172,4.0,1260759205,2009-12-14 02:53:25
1,1263,2.0,1260759151,2009-12-14 02:52:31
1,1287,2.0,1260759187,2009-12-14 02:53:07
1,1293,2.0,1260759148,2009-12-14 02:52:28
1,1339,3.5,1260759125,2009-12-14 02:52:05
1,1343,2.0,1260759131,2009-12-14 02:52:11
1,1371,2.5,1260759135,2009-12-14 02:52:15
1,1405,1.0,1260759203,2009-12-14 02:53:23
1,1953,4.0,1260759191,2009-12-14 02:53:11
1,2105,4.0,1260759139,2009-12-14 02:52:19
1,2150,3.0,1260759194,2009-12-14 02:53:14
1,2193,2.0,1260759198,2009-12-14 02:53:18
1,2294,2.0,1260759108,2009-12-14 02:51:48
1,2455,2.5,1260759113,2009-12-14 02:51:53
1,2968,1.0,1260759200,2009-12-14 02:53:20
1,3671,3.0,1260759117,2009-12-14 02:51:57
2,10,4.0,835355493,1996-06-21 11:11:33
2,17,5.0,835355681,1996-06-21 11:14:41
2,39,5.0,835355604,1996-06-21 11:13:24
2,47,4.0,835355552,1996-06-21 11:12:32
2,50,4.0,835355586,1996-06-21 11:13:06
2,52,3.0,835356031,1996-06-21 11:20:31
2,62,3.0,835355749,1996-06-21 11:15:49
2,110,4.0,835355532,1996-06-21 11:12:12
2,144,3.0,835356016,1996-06-21 11:20:16
2,150,5.0,835355395,1996-06-21 11:09:55
2,153,4.0,835355441,1996-06-21 11:10:41
2,161,3.0,835355493,1996-06-21 11:11:33
2,165,3.0,835355441,1996-06-21 11:10:41
2,168,3.0,835355710,1996-06-21 11:15:10
2,185,3.0,835355511,1996-06-21 11:11:51
2,186,3.0,835355664,1996-06-21 11:14:24
2,208,3.0,835355511,1996-06-21 11:11:51
2,222,5.0,835355840,1996-06-21 11:17:20
2,223,1.0,835355749,1996-06-21 11:15:49
2,225,3.0,835355552,1996-06-21 11:12:32
2,235,3.0,835355664,1996-06-21 11:14:24
2,248,3.0,835355896,1996-06-21 11:18:16
2,253,4.0,835355511,1996-06-21 11:11:51
2,261,4.0,835355681,1996-06-21 11:14:41
2,265,5.0,835355697,1996-06-21 11:14:57
2,266,5.0,835355586,1996-06-21 11:13:06
2,272,3.0,835355767,1996-06-21 11:16:07
2,273,4.0,835355779,1996-06-21 11:16:19
2,292,3.0,835355492,1996-06-21 11:11:32
2,296,4.0,835355395,1996-06-21 11:09:55
2,300,3.0,835355532,1996-06-21 11:12:12
2,314,4.0,835356044,1996-06-21 11:20:44
2,317,2.0,835355551,1996-06-21 11:12:31
2,319,1.0,835355918,1996-06-21 11:18:38
2,339,3.0,835355492,1996-06-21 11:11:32
2,349,4.0,835355441,1996-06-21 11:10:41
2,350,4.0,835355697,1996-06-21 11:14:57
2,356,3.0,835355628,1996-06-21 11:13:48
2,357,3.0,835355749,1996-06-21 11:15:49
2,364,3.0,835355604,1996-06-21 11:13:24
2,367,3.0,835355619,1996-06-21 11:13:39
2,370,2.0,835355932,1996-06-21 11:18:52
2,371,3.0,835355968,1996-06-21 11:19:28
2,372,3.0,835356094,1996-06-21 11:21:34
2,377,3.0,835355710,1996-06-21 11:15:10
2,382,3.0,835356165,1996-06-21 11:22:45
2,405,2.0,835356246,1996-06-21 11:24:06
2,410,3.0,835355532,1996-06-21 11:12:12
2,454,4.0,835355604,1996-06-21 11:13:24
2,457,3.0,835355511,1996-06-21 11:11:51
2,468,4.0,835355790,1996-06-21 11:16:30
2,474,2.0,835355828,1996-06-21 11:17:08
2,480,4.0,835355643,1996-06-21 11:14:03
2,485,3.0,835355918,1996-06-21 11:18:38
2,497,3.0,835355880,1996-06-21 11:18:00
2,500,4.0,835355731,1996-06-21 11:15:31
2,508,4.0,835355860,1996-06-21 11:17:40
2,509,4.0,835355719,1996-06-21 11:15:19
2,515,4.0,835355817,1996-06-21 11:16:57
2,527,4.0,835355731,1996-06-21 11:15:31
2,537,4.0,835356199,1996-06-21 11:23:19
2,539,3.0,835355767,1996-06-21 11:16:07
2,550,3.0,835356109,1996-06-21 11:21:49
2,551,5.0,835355767,1996-06-21 11:16:07
2,552,3.0,835355860,1996-06-21 11:17:40
2,585,5.0,835355817,1996-06-21 11:16:57
2,586,3.0,835355790,1996-06-21 11:16:30
2,587,3.0,835355779,1996-06-21 11:16:19
2,588,3.0,835355441,1996-06-21 11:10:41
2,589,5.0,835355697,1996-06-21 11:14:57
2,590,5.0,835355395,1996-06-21 11:09:55
2,592,5.0,835355395,1996-06-21 11:09:55
2,593,3.0,835355511,1996-06-21 11:11:51
2,616,3.0,835355932,1996-06-21 11:18:52
2,661,4.0,835356141,1996-06-21 11:22:21
3,60,3.0,1298861675,2011-02-28 02:54:35
3,110,4.0,1298922049,2011-02-28 19:40:49
3,247,3.5,1298861637,2011-02-28 02:53:57
3,267,3.0,1298861761,2011-02-28 02:56:01
3,296,4.5,1298862418,2011-02-28 03:06:58
3,318,5.0,1298862121,2011-02-28 03:02:01
3,355,2.5,1298861589,2011-02-28 02:53:09
3,356,5.0,1298862167,2011-02-28 03:02:47
3,377,2.5,1298923242,2011-02-28 20:00:42
3,527,3.0,1298862528,2011-02-28 03:08:48
3,588,3.0,1298922100,2011-02-28 19:41:40
3,592,3.0,1298923247,2011-02-28 20:00:47
3,593,3.0,1298921840,2011-02-28 19:37:20
3,595,2.0,1298923260,2011-02-28 20:01:00
3,736,3.5,1298932787,2011-02-28 22:39:47
3,778,4.0,1298863157,2011-02-28 03:19:17
3,866,3.0,1298861687,2011-02-28 02:54:47
3,1197,5.0,1298932770,2011-02-28 22:39:30
3,1210,3.0,1298921795,2011-02-28 19:36:35
3,1235,4.0,1298861628,2011-02-28 02:53:48
3,1271,3.0,1298861605,2011-02-28 02:53:25
3,1378,4.0,1298861658,2011-02-28 02:54:18
3,1580,3.5,1298922089,2011-02-28 19:41:29
3,1721,4.5,1298923236,2011-02-28 20:00:36
3,1884,4.0,1298863143,2011-02-28 03:19:03
3,2028,4.0,1298921862,2011-02-28 19:37:42
3,2318,4.0,1298861753,2011-02-28 02:55:53
3,2513,3.0,1298861789,2011-02-28 02:56:29
3,2694,3.0,1298862710,2011-02-28 03:11:50
3,2702,3.5,1298861796,2011-02-28 02:56:36
3,2716,3.0,1298924017,2011-02-28 20:13:37
3,2762,3.5,1298922057,2011-02-28 19:40:57
3,2841,4.0,1298861733,2011-02-28 02:55:33
3,2858,4.0,1298921825,2011-02-28 19:37:05
3,2959,5.0,1298862874,2011-02-28 03:14:34
3,3243,3.0,1298861968,2011-02-28 02:59:28
3,3510,4.0,1298861633,2011-02-28 02:53:53
3,3949,5.0,1298863174,2011-02-28 03:19:34
3,5349,3.0,1298923266,2011-02-28 20:01:06
3,5669,3.5,1298862672,2011-02-28 03:11:12
3,6377,3.0,1298922080,2011-02-28 19:41:20
3,7153,2.5,1298921787,2011-02-28 19:36:27
3,7361,3.0,1298922065,2011-02-28 19:41:05
3,8622,3.5,1298861650,2011-02-28 02:54:10
3,8636,3.0,1298932766,2011-02-28 22:39:26
3,27369,3.5,1298862555,2011-02-28 03:09:15
3,44191,3.5,1298932740,2011-02-28 22:39:00
3,48783,4.5,1298862361,2011-02-28 03:06:01
3,50068,4.5,1298862467,2011-02-28 03:07:47
3,58559,3.0,1298922071,2011-02-28 19:41:11
3,84236,4.0,1298922130,2011-02-28 19:42:10
4,10,4.0,949810645,2000-02-06 04:17:25
4,34,5.0,949919556,2000-02-07 10:32:36
4,112,5.0,949810582,2000-02-06 04:16:22
4,141,5.0,949919681,2000-02-07 10:34:41
4,153,4.0,949811346,2000-02-06 04:29:06
4,173,3.0,949811346,2000-02-06 04:29:06
4,185,3.0,949920047,2000-02-07 10:40:47
4,260,5.0,949779042,2000-02-05 19:30:42
4,289,4.0,949778802,2000-02-05 19:26:42
4,296,5.0,949895708,2000-02-07 03:55:08
4,329,3.0,949810618,2000-02-06 04:16:58
4,349,5.0,949810582,2000-02-06 04:16:22
4,356,5.0,949919763,2000-02-07 10:36:03
4,357,5.0,949919681,2000-02-07 10:34:41
4,364,5.0,949949538,2000-02-07 18:52:18
4,367,4.0,949895887,2000-02-07 03:58:07
4,380,3.0,949810534,2000-02-06 04:15:34
4,410,3.0,949919883,2000-02-07 10:38:03
4,431,3.0,949895772,2000-02-07 03:56:12
4,434,4.0,949810688,2000-02-06 04:18:08
4,435,1.0,949920135,2000-02-07 10:42:15
4,440,4.0,949919802,2000-02-07 10:36:42
4,442,4.0,949920028,2000-02-07 10:40:28
4,464,4.0,949811315,2000-02-06 04:28:35
4,480,5.0,949810582,2000-02-06 04:16:22
4,541,5.0,949779091,2000-02-05 19:31:31
4,588,5.0,949949486,2000-02-07 18:51:26
4,589,5.0,949919938,2000-02-07 10:38:58
4,590,3.0,949810534,2000-02-06 04:15:34
4,594,5.0,949949538,2000-02-07 18:52:18
4,596,5.0,949949638,2000-02-07 18:53:58
4,610,4.0,949982238,2000-02-08 03:57:18
4,616,5.0,949949444,2000-02-07 18:50:44
4,858,5.0,949779022,2000-02-05 19:30:22
4,903,5.0,949919189,2000-02-07 10:26:29
4,910,4.0,949919306,2000-02-07 10:28:26
4,913,5.0,949919247,2000-02-07 10:27:27
4,919,5.0,949949396,2000-02-07 18:49:56
4,1011,4.0,949919454,2000-02-07 10:30:54
4,1016,4.0,949919322,2000-02-07 10:28:42
4,1022,5.0,949949638,2000-02-07 18:53:58
